beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_strategy_one,fof99_strategy_two,is_share_class,src_missing_reason,in_private_fund_info,in_amac,amac_fund_name,amac_working_state,amac_manager,has_db_nav,nav_rows,nav_min_date,nav_max_date,info_latest_nav_date,info_latest_nav,in_fof99_universe,fof99_policy,fof99_reason,universe_listed_at,last_fetch_date,last_fetch_status,last_ok_date,empty_date_probe
SAUL23,滨利凤鸣3号私募证券投资基金,滨利凤鸣3号,深圳滨利投资,2026-08-24,1.086,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,滨利凤鸣3号私募证券投资基金,正在运作,深圳市滨利投资管理有限公司,no,0,,,,,no,,,,,,,
SAZC80,路远睿泽8号私募证券投资基金,路远睿泽8号,海南路远,2026-08-24,1.5986,多资产策略,宏观策略,no,in_table_null_latest_nav_date,yes,yes,路远睿泽8号私募证券投资基金,正在运作,海南路远私募基金管理有限公司,no,0,,,,,no,,,,,,,
SB5724,隆翔瑞義一期私募证券投资基金,隆翔瑞義一期,北京隆翔资管,2026-08-24,0.8548,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,隆翔瑞義一期私募证券投资基金,正在运作,北京隆翔资产管理有限公司,no,0,,,,,no,,,,,,,
SBEA92,滨利汉威星云23号私募证券投资基金,滨利汉威星云23号,深圳滨利投资,2026-08-24,1.2538,股票多头,,no,in_table_null_latest_nav_date,yes,yes,滨利汉威星云23号私募证券投资基金,正在运作,深圳市滨利投资管理有限公司,no,0,,,,,no,,,,,,,
SBEG71,云阳三期私募证券投资基金,云阳三期,苏州云阳宜品投资,2026-08-24,0.7889,股票多头,,no,in_table_null_latest_nav_date,yes,yes,云阳三期私募证券投资基金,正在运作,苏州云阳宜品投资管理有限公司,no,0,,,,,no,,,,,,,
SBGE33,光华中证500指增1号私募证券投资基金,光华中证500指增1号,北京光华,2026-08-24,1.2167,股票多头,500指增,no,in_table_null_latest_nav_date,yes,yes,光华中证500指增1号私募证券投资基金,正在运作,北京光华私募基金管理有限公司,no,0,,,,,no,,,,,,,
SBJA17,同德磐石逸兴私募证券投资基金,同德磐石逸兴,北京同德磐石资管,2026-08-24,1.2588,股票多头,,no,in_table_null_latest_nav_date,yes,yes,同德磐石逸兴私募证券投资基金,正在运作,北京同德磐石资产管理有限公司,no,0,,,,,no,,,,,,,
SBND72,正仁逐浪私享一号私募证券投资基金,正仁逐浪私享一号,海南正仁,2026-08-24,0.8861,股票多头,,no,in_table_null_latest_nav_date,yes,yes,正仁逐浪私享一号私募证券投资基金,正在运作,海南正仁量化私募基金管理有限公司,no,0,,,,,no,,,,,,,
SCZ766,顺从价值1号私募证券投资基金,顺从价值1号,广州顺从,2026-08-24,0.929,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,顺从价值1号私募证券投资基金,正在运作,广州顺从私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SGK149,隆翔红旗1号私募证券投资基金,隆翔红旗1号,北京隆翔资管,2026-08-24,0.861,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,隆翔红旗1号私募证券投资基金,正在运作,北京隆翔资产管理有限公司,no,0,,,,,no,,,,,,,
SGQ060,积露3号私募证券投资基金,积露3号,北京积露资管,2026-08-24,3.7072,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,积露3号私募证券投资基金,正在运作,北京积露资产管理有限公司,no,0,,,,,no,,,,,,,
SGW985,合晟磐石专项2号私募证券投资基金,合晟磐石专项2号,上海合晟资管,2026-08-24,1.8986,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,合晟磐石专项2号私募证券投资基金,正在运作,上海合晟资产管理股份有限公司,no,0,,,,,no,,,,,,,
SJG764,巴道轩一号私募证券投资基金,巴道轩一号,广州巴道,2026-08-24,11.689,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,巴道轩一号私募证券投资基金,正在运作,广州巴道私募证券投资基金管理有限责任公司,no,0,,,,,no,,,,,,,
SLE343,隆翔起航1号私募证券投资基金,隆翔起航1号,北京隆翔资管,2026-08-24,0.9299,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,隆翔起航1号私募证券投资基金,正在运作,北京隆翔资产管理有限公司,no,0,,,,,no,,,,,,,
SLV180,巴道轩二号私募证券投资基金,巴道轩二号,广州巴道,2026-08-24,10.595,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,巴道轩二号私募证券投资基金,正在运作,广州巴道私募证券投资基金管理有限责任公司,no,0,,,,,no,,,,,,,
SND741,阳泽昭阳智策私募证券投资基金,阳泽昭阳智策,杭州阳泽,2026-08-24,0.8831,股票多头,1000指增,no,in_table_null_latest_nav_date,yes,yes,阳泽昭阳智策私募证券投资基金,正在运作,杭州阳泽私募基金管理有限公司,no,0,,,,,no,,,,,,,
SNJ115,百利信和创十一号私募证券投资基金,百利信和创十一号,福州百利信,2026-08-24,1.292,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,百利信和创十一号私募证券投资基金,正在运作,福州经济技术开发区百利信私募基金管理有限公司,no,0,,,,,no,,,,,,,
SNP598,帆贝太阳向导一期私募证券投资基金,帆贝太阳向导一期,北京帆贝投资,2026-08-24,1.12,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,帆贝太阳向导一期私募证券投资基金,正在运作,北京帆贝投资管理有限公司,no,0,,,,,no,,,,,,,
SQB573,懋良睿澄对冲私募证券投资基金,懋良睿澄对冲,上海懋良投资,2026-08-24,3.3142,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,懋良睿澄对冲私募证券投资基金,正在运作,上海懋良投资管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SQF127,洮利日鑫月益私募证券投资基金,洮利日鑫月益,上海洮利,2026-08-24,1.0886,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,洮利日鑫月益私募证券投资基金,正在运作,上海洮利私募基金管理有限公司,no,0,,,,,no,,,,,,,
SQJ919,积露11号私募证券投资基金,积露11号,北京积露资管,2026-08-24,4.3504,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,积露11号私募证券投资基金,正在运作,北京积露资产管理有限公司,no,0,,,,,no,,,,,,,
SQP892,隆翔正定一期私募证券投资基金,隆翔正定一期,北京隆翔资管,2026-08-24,0.913,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,隆翔正定一期私募证券投资基金,正在运作,北京隆翔资产管理有限公司,no,0,,,,,no,,,,,,,
SQS672,领久复利金私募证券投资基金,领久复利金,上海领久,2026-08-24,2.9728,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,领久复利金私募证券投资基金,正在运作,上海领久私募基金管理有限公司,no,0,,,,,no,,,,,,,
SQU962,玖歌精选1号私募证券投资基金,玖歌精选1号,上海玖歌投资,2026-08-24,0.9118,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,玖歌精选1号私募证券投资基金,正在运作,上海玖歌投资管理有限公司,no,0,,,,,no,,,,,,,
SQV888,亿安达思源一号私募证券投资基金,亿安达思源一号,广东亿安达,2026-08-24,1.0369,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,亿安达思源一号私募证券投资基金,正在运作,广东亿安达私募基金管理有限公司,no,0,,,,,no,,,,,,,
SQY131,楷双昆仑5号私募证券投资基金,楷双昆仑5号,上海凯双,2026-08-24,1.018,股票多头,500指增,no,in_table_null_latest_nav_date,yes,yes,楷双昆仑5号私募证券投资基金,正在运作,上海凯双私募基金管理有限公司,no,0,,,,,no,,,,,,,
SQY808,展博创新趋势私募证券投资基金,展博创新趋势,深圳展博投资,2026-08-24,2.0896,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,展博创新趋势私募证券投资基金,正在运作,深圳展博投资管理有限公司,no,0,,,,,no,,,,,,,
SR7646,恒盈创富私募基金,恒盈创富,深圳恒盈富达资管,2026-08-24,1.901,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,恒盈创富私募基金,正在运作,深圳市恒盈富达资产管理有限公司,no,0,,,,,no,,,,,,,
STN888,紫薇天河1号私募证券投资基金,紫薇天河1号,北京紫薇,2026-08-24,0.7405,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,紫薇天河1号私募证券投资基金,正在运作,北京紫薇私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVC849,上海冰青多空量化1号私募证券投资基金,上海冰青多空量化1号,上海冰青,2026-08-24,1.559,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,上海冰青多空量化1号私募证券投资基金,正在运作,上海冰青私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVF103,冰青量化1号证券投资私募基金,冰青量化1号,上海冰青,2026-08-24,1.0326,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,冰青量化1号证券投资私募基金,正在运作,上海冰青私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVG992,竹润壹号私募证券投资基金,竹润壹号,上海竹润投资,2026-08-24,1.3093,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,竹润壹号私募证券投资基金,正在运作,上海竹润投资有限公司,no,0,,,,,no,,,,,,,
SVH998,哲萌5号私募证券投资基金,哲萌5号,杭州哲萌投资,2026-08-24,1.2047,套利策略,期货套利,no,in_table_null_latest_nav_date,yes,yes,哲萌5号私募证券投资基金,正在运作,杭州哲萌投资管理有限公司,no,0,,,,,no,,,,,,,
SVP984,隆翔安裕传家壹号私募证券投资基金,隆翔安裕传家壹号,北京隆翔资管,2026-08-24,0.8538,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,隆翔安裕传家壹号私募证券投资基金,正在运作,北京隆翔资产管理有限公司,no,0,,,,,no,,,,,,,
SVW160,务时基本面量化中性1号私募证券投资基金,务时基本面量化中性1号,厦门务时,2026-08-24,1.2042,股票对冲,股票市场中性,no,in_table_null_latest_nav_date,yes,yes,务时基本面量化中性1号私募证券投资基金,正在运作,厦门务时私募基金管理有限公司,no,0,,,,,no,,,,,,,
SW3733,鹰傲长盈2号私募证券投资基金,鹰傲长盈2号,广州鹰傲,2026-08-24,1.7392,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,鹰傲长盈2号私募证券投资基金,正在运作,广州鹰傲私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SX1474,私募工场云阳一期私募证券投资基金,私募工场云阳一期,苏州云阳宜品投资,2026-08-24,1.753,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,私募工场云阳一期私募证券投资基金,正在运作,苏州云阳宜品投资管理有限公司,no,0,,,,,no,,,,,,,
SXD653,敦方稳健3号私募证券投资基金,敦方稳健3号,海南敦方,2026-08-24,1.183,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,敦方稳健3号私募证券投资基金,正在运作,海南敦方私募基金管理中心（有限合伙）,no,0,,,,,no,,,,,,,
SXL388,卓恒成长私募证券投资基金1号,卓恒成长1号,上海卓恒,2026-08-24,3.8762,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,卓恒成长私募证券投资基金1号,正在运作,上海卓恒私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXP246,深耕4号私募证券投资基金,深耕4号,杭州深耕,2026-08-24,1.2168,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,深耕4号私募证券投资基金,正在运作,杭州深耕私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXQ244,传山套利香江1号私募证券投资基金,传山套利香江1号,广州传山,2026-08-24,1.3066,套利策略,期货套利,no,in_table_null_latest_nav_date,yes,yes,传山套利香江1号私募证券投资基金,正在运作,广州传山私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZA498,览山岩画1号私募证券投资基金,览山岩画1号,宁夏览山,2026-08-24,1.2245,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,览山岩画1号私募证券投资基金,正在运作,览山（宁夏）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZA775,深高尊享1号私募证券投资基金,深高尊享1号,深圳深高,2026-08-24,1.559,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,深高尊享1号私募证券投资基金,正在运作,深圳深高私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SZD975,子呈长红私募证券投资基金,子呈长红,上海子呈,2026-08-24,2.1951,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,子呈长红私募证券投资基金,正在运作,上海子呈私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZY381,北恒锦钰私募证券投资基金,北恒锦钰,海南北恒,2026-08-24,1.311,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,北恒锦钰私募证券投资基金,正在运作,海南北恒私募基金管理中心（有限合伙）,no,0,,,,,no,,,,,,,
VH998A,哲萌5号私募证券投资基金A类份额,哲萌5号A类,杭州哲萌投资,2026-08-24,1.2043,套利策略,期货套利,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VQ170C,星汇星月2号私募证券投资基金C类份额,星汇星月2号C类,上海思达星汇,2026-08-24,1.1591,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XG147A,配邦赤子壹号私募证券投资基金A类份额,配邦赤子壹号A类,上海配邦,2026-08-24,1.2346,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZA498B,览山岩画1号私募证券投资基金B类份额,览山岩画1号B类,宁夏览山,2026-08-24,1.2279,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZC839B,甲乙甲CTA精进一号私募证券投资基金B类份额,甲乙甲CTA精进一号B类,上海甲乙甲,2026-08-24,1.4669,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ADE99C,聚宽甄享量化选股策略一号私募证券投资基金C类份额,聚宽甄享量化选股策略一号C类,北京聚宽投资,2026-08-25,1.198,股票多头,量化选股,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AEH53C,阳泽伏尔加指数增强2号私募证券投资基金C类份额,阳泽伏尔加指数增强2号C类,杭州阳泽,2026-08-25,0.8911,期货策略,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AJW77A,山岳嵩山磐石1号FOF私募证券投资基金A类份额,山岳嵩山磐石1号FOFA类,广州山岳,2026-08-25,1.2566,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ALE54A,汇升永嘉1号私募证券投资基金A类份额,汇升永嘉1号A类,杭州汇升,2026-08-25,1.4739,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AUP30A,宜庆量化精选私募证券投资基金A类份额,宜庆量化精选A类,北京宜庆投资,2026-08-25,1.3954,股票对冲,股票市场中性,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
B9117A,哲萌进取1号私募证券投资基金A类份额,哲萌进取1号A类,杭州哲萌投资,2026-08-25,0.9606,套利策略,期货套利,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
BEL26C,金讯扬行展鸿1号私募证券投资基金C类份额,金讯扬行展鸿1号C类,青岛金讯扬行,2026-08-25,1.0868,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
BMG13A,中颖无隅二号私募证券投资基金A类份额,中颖无隅二号A类,深圳中颖投资,2026-08-25,0.8672,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
S21013,一线对冲君一对冲基金,一线对冲君一对冲基金,深圳前海一线对冲投资,2026-08-25,1.529,股票对冲,股票市场中性,no,in_table_null_latest_nav_date,yes,yes,一线对冲君一对冲基金,正在运作,深圳市前海一线对冲投资企业（有限合伙）,no,0,,,,,no,,,,,,,
S21459,中睿合银弈势1号私募证券投资基金,中睿合银弈势1号,西藏中睿合银投资,2026-08-25,5.1008,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,中睿合银弈势1号私募证券投资基金,正在运作,西藏中睿合银投资管理有限公司,no,0,,,,,no,,,,,,,
S26690,一线对冲信一对冲基金,一线对冲信一对冲基金,深圳前海一线对冲投资,2026-08-25,0.9931,股票对冲,股票市场中性,no,in_table_null_latest_nav_date,yes,yes,一线对冲信一对冲基金,正在运作,深圳市前海一线对冲投资企业（有限合伙）,no,0,,,,,no,,,,,,,
S81899,泽源泰26号私募证券投资基金,泽源泰26号,深圳泽源泰森,2026-08-25,1.217,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,泽源泰26号私募证券投资基金,正在运作,深圳市泽源泰森私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
S85239,毅然创世基金一期私募证券投资基金,毅然创世基金一期,北京毅然资管,2026-08-25,4.26,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,毅然创世基金一期私募证券投资基金,正在运作,毅然（北京）资产管理有限公司,no,0,,,,,no,,,,,,,
SAAK15,明华信德华岱一号私募证券投资基金,明华信德华岱一号,深圳明华信德,2026-08-25,0.9929,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,明华信德华岱一号私募证券投资基金,正在运作,深圳市明华信德私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SADS99,兆祥CTA3号私募证券投资基金,兆祥CTA3号,青岛兆祥资管,2026-08-25,1.0622,股票多头,,no,in_table_null_latest_nav_date,yes,yes,兆祥CTA3号私募证券投资基金,正在运作,青岛兆祥资产管理有限公司,no,0,,,,,no,,,,,,,
SAKF73,红思客林园-世代兴旺1号私募证券投资基金,红思客林园-世代兴旺1号,北京红思客资管,2026-08-25,1.155,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,红思客林园-世代兴旺1号私募证券投资基金,正在运作,红思客资产管理（北京）有限责任公司,no,0,,,,,no,,,,,,,
SAQF59,永恒稳健成长私募证券投资基金,永恒稳健成长,深圳国金永恒,2026-08-25,1.116,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,永恒稳健成长私募证券投资基金,正在运作,深圳国金永恒私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SAQN85,融裕路易私募证券投资基金,融裕路易,海南融裕,2026-08-25,1.6171,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,融裕路易私募证券投资基金,正在运作,海南融裕私募基金管理有限公司,no,0,,,,,no,,,,,,,
SARN76,和常稳健三号私募证券投资基金,和常稳健三号,上海和常投资,2026-08-25,0.9845,股票多头,,no,in_table_null_latest_nav_date,yes,yes,和常稳健三号私募证券投资基金,正在运作,上海和常投资管理有限公司,no,0,,,,,no,,,,,,,
SARR90,君弘钱塘2号私募证券投资基金,君弘钱塘2号,浙江君弘资管,2026-08-25,1.1,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,君弘钱塘2号私募证券投资基金,正在运作,浙江君弘资产管理有限公司,no,0,,,,,no,,,,,,,
SART23,弘震向阳1号私募证券投资基金,弘震向阳1号,上海弘震资管,2026-08-25,0.9504,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,弘震向阳1号私募证券投资基金,正在运作,上海弘震资产管理有限公司,no,0,,,,,no,,,,,,,
