beian_hao,product_name,strategy_l1,strategy_l2,manager,inception_date,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,sharpe_1y,calmar_1y,perf_filled_count,source_files,in_database,in_private_fund_info,in_private_fund_info_bfl,has_nav,db_product_name,db_latest_nav,db_latest_nav_date,vendor_nav_points,vendor_latest_nav_date,email_type6_nav_points,email_group_nav_points,email_hy_nav_points,in_fof99_universe,fof99_tracking_status,fof99_policy,fof99_reason,fof99_last_ok_date,fof99_last_log_status,in_team_track
AGY78A,泱泱宏观对冲潜跃1号A类,多资产策略,宏观策略,南京泱泱,2024-02-29,+4.16%,+18.15%,+0.27%,-13.06%,+21.35%,0.5297,0.6886,7,私募基金 (3).xlsx,Y,Y,N,Y,泱泱宏观对冲潜跃1号A类,1.434800,2026-09-04,137,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHF84A,阿尔法2号A类,多资产策略,复合策略,成都阿尔法,2024-03-05,-1.53%,-2.80%,-8.67%,-13.76%,-21.64%,-0.5730,-0.5249,7,私募基金 (3).xlsx,Y,Y,N,Y,阿尔法2号A类,0.933300,2026-09-04,136,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHJ80B,星瀚期指1号B类,期货策略,量化期货,杭州星瀚投资,2024-03-26,-0.47%,+2.52%,-2.57%,+10.61%,+11.67%,0.7628,1.4449,7,私募基金.xlsx,Y,Y,N,Y,星瀚期指1号B类,1.132300,2026-09-04,134,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHJ82B,星瀚期指零号B类,期货策略,量化期货,杭州星瀚投资,2024-03-05,-0.40%,+2.41%,-2.60%,+10.29%,+11.58%,0.7296,1.3997,7,私募基金.xlsx,Y,Y,N,Y,星瀚期指零号B类,1.335800,2026-09-04,137,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHK24B,聚亿怡然1号B类,多资产策略,复合策略,珠海聚亿基金,2024-03-11,+0.31%,+4.62%,+4.53%,+0.05%,+14.24%,0.9916,1.0694,7,私募基金 (3).xlsx,Y,Y,N,Y,聚亿怡然1号B类,1.431600,2026-09-04,116,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHL65A,巨量百世风险平衡2号A类,多资产策略,复合策略,北京巨量边界,2024-03-08,-0.81%,+3.49%,+0.38%,-2.58%,+11.39%,0.9815,1.5637,7,私募基金 (3).xlsx,Y,Y,N,Y,巨量百世风险平衡2号A类,1.258600,2026-09-04,136,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHM04A,唐德幽兰量化套利一号A类,套利策略,期货套利,深圳唐德,2024-04-26,+0.17%,+0.29%,-0.61%,+2.42%,+8.71%,1.2497,3.3827,7,私募基金 (1).xlsx,Y,Y,N,Y,唐德幽兰量化套利一号A类,1.076000,2026-09-10,518,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
AHS26A,喜世润黄金增强1号A类,多资产策略,复合策略,上海喜世润投资,2024-06-11,-2.71%,+10.56%,+0.38%,-19.37%,+42.30%,1.1413,1.1995,7,私募基金 (3).xlsx,Y,Y,N,Y,喜世润黄金增强1号A类,2.115000,2026-09-04,421,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHS76A,博普安兴私享一号A类,套利策略,,深圳前海博普资管,2024-03-22,+0.23%,+0.62%,+2.11%,+4.84%,+7.50%,3.4549,11.7057,7,私募基金 (1).xlsx,Y,Y,N,Y,博普安兴私享一号A类,1.136400,2026-09-09,134,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-26 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
AHS76B,博普安兴私享一号B类,套利策略,期货套利,深圳前海博普资管,2024-03-22,+0.21%,+0.53%,+1.85%,+4.31%,+6.42%,2.8022,9.6564,7,私募基金 (1).xlsx,Y,Y,N,Y,博普安兴私享一号B类,1.108900,2026-09-09,247,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
AHS76C,博普安兴私享一号C类,套利策略,,深圳前海博普资管,2024-03-22,+0.22%,+0.53%,+1.85%,+4.32%,+6.42%,2.7941,9.5241,7,私募基金 (1).xlsx,Y,Y,N,Y,博普安兴私享一号C类,1.108900,2026-09-09,229,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
AHU56A,尚艺量化全天候稳健版12号A类,多资产策略,宏观策略,北京尚艺,2024-03-22,+0.04%,+1.50%,+1.10%,+1.62%,,,,4,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
AHU65B,海楚多元稳进B类,多资产策略,复合策略,上海海楚资管,2024-03-21,+0.01%,+0.60%,+1.20%,+1.70%,+4.39%,2.3947,15.8356,7,私募基金 (3).xlsx,Y,Y,Y,Y,海楚多元稳进B类,1.194500,2026-09-04,118,2026-09-04,0,55,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
AHY18A,禅龙容雅CTA1号A类,多资产策略,复合策略,上海禅龙资管,2024-03-21,-5.42%,+2.06%,-11.47%,-26.25%,,,,4,私募基金 (3).xlsx,Y,Y,N,Y,禅龙容雅CTA1号A类,0.476400,2026-09-04,42,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AHZ03B,行必达六冠宠粉B类,期货策略,主观期货,厦门行必达,2024-06-17,-6.04%,-5.22%,-28.07%,-34.07%,+23.80%,0.3374,0.6233,7,私募基金.xlsx,Y,Y,N,Y,行必达六冠宠粉B类,2.053800,2026-09-04,121,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AJG05C,衍合多策略CTA1号C类,期货策略,量化期货,上海衍合,2024-03-27,+1.87%,+9.42%,+4.27%,+8.42%,,,,4,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
AJN30A,嘉合杉升赞成致盛多策略A类,多资产策略,复合策略,杭州嘉合杉升,2024-04-11,-0.22%,+1.95%,+0.16%,-4.38%,+9.64%,0.5786,1.1300,7,私募基金 (3).xlsx,Y,Y,N,Y,嘉合杉升赞成致盛多策略A类,1.391700,2026-09-04,73,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AJQ08A,宇诚稳健增利A类,期货策略,,海南宇诚,2024-09-26,-2.42%,+3.07%,-6.03%,-3.38%,+14.31%,0.4856,1.0576,7,私募基金.xlsx,Y,Y,N,Y,宇诚稳健增利A类,1.026100,2026-09-04,82,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AJS34A,崇盛常青科技三号A类,期货策略,量化期货,安徽崇盛投资,2024-04-22,+2.41%,+1.97%,+2.67%,+9.97%,+36.55%,2.9165,10.7857,7,私募基金.xlsx,Y,Y,Y,Y,崇盛常青科技三号A类,1.191000,2026-09-04,82,2026-09-04,0,303,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AJS72A,笃诚稳健1号A类,期货策略,量化期货,上海笃诚,2024-04-22,+0.68%,+2.23%,+5.07%,+6.79%,+10.14%,1.5155,3.9198,7,私募基金.xlsx,Y,Y,N,Y,笃诚稳健1号A类,1.152100,2026-09-09,131,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-24 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
AJS73A,笃诚共赢1号A类,期货策略,量化期货,上海笃诚,2024-04-22,+0.95%,+5.29%,+9.17%,+11.70%,+18.80%,1.4381,3.0463,7,私募基金.xlsx,Y,Y,N,Y,笃诚共赢1号A类,1.305800,2026-09-09,131,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
AJS92C,艾方全指增强1号C类,期货策略,,上海艾方资管,2024-04-16,-1.81%,+3.10%,-11.14%,-11.20%,+3.73%,0.0817,0.2202,7,私募基金.xlsx,Y,Y,N,Y,艾方全指增强1号C类,1.495500,2026-09-04,130,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AJV57A,嘉和传承精研倍赢二期A类,套利策略,期货套利,上海嘉和传承,2024-04-22,+0.77%,-1.32%,+3.64%,+8.54%,+23.91%,0.8199,1.3756,7,私募基金 (1).xlsx,Y,Y,N,Y,嘉和传承精研倍赢二期A类,1.564000,2026-09-04,127,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AJV74A,德贝黎安1号A类,期货策略,,上海德贝,2024-04-12,+5.44%,,,,,,,1,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
AJV74B,德贝黎安1号B类,期货策略,,上海德贝,2024-04-12,+5.42%,,,,,,,1,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
AKD71B,宽价种子1号B类,期货策略,主观期货,上海宽价,2024-04-30,-2.38%,-5.55%,-8.09%,-15.53%,+4.82%,0.1606,0.3052,7,私募基金.xlsx,Y,Y,N,Y,宽价种子1号B类,0.910600,2026-09-04,128,2026-09-04,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok,N
AKE73A,哲萌龙泉进取2号A类,期货策略,主观期货,杭州哲萌投资,2024-05-07,-0.28%,-0.09%,-1.33%,-2.72%,+6.03%,0.8007,1.7970,7,私募基金.xlsx,Y,Y,N,Y,哲萌龙泉进取2号A类,1.189900,2026-09-10,488,2026-09-10,65,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-27 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
AKH45A,国源拾金安和13号A类,多资产策略,复合策略,深圳国源信达资管,2024-04-25,-1.40%,+7.22%,+3.66%,+1.41%,,,,4,私募基金 (3).xlsx,Y,Y,N,Y,国源不争15号A类,1.808800,2026-09-04,42,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AKP40A,谦和行健七号A类,组合策略,FOF,成都谦和,2024-05-20,-4.96%,-0.22%,+2.20%,-10.99%,+97.89%,1.9506,2.9424,7,私募基金 (4).xlsx,Y,Y,N,Y,谦和行健七号A类,0.828600,2026-09-04,127,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AKS40A,佳岳-元榕1号A类,期货策略,量化期货,海南佳岳,2024-05-30,-0.45%,-4.72%,+2.86%,-0.15%,+20.34%,1.2987,2.4380,7,私募基金.xlsx,Y,Y,N,Y,佳岳-元榕1号A类,1.342000,2026-09-10,124,2026-09-10,491,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-10,ok,N
AKV28A,英旷专享2号A类,套利策略,可转债套利,上海英旷资管,2024-05-29,0.00%,-0.19%,+0.45%,+5.29%,+8.85%,2.5510,18.2994,7,私募基金 (1).xlsx,Y,Y,N,Y,英旷专享2号A类,1.054700,2026-09-04,122,2026-09-04,146,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
AKV57A,中移新量子宏观对冲6号A类,多资产策略,宏观策略,深圳前海中移华捷投资,2024-07-05,-1.88%,+3.29%,-11.19%,-27.31%,-5.05%,-0.2283,-0.1447,7,私募基金 (3).xlsx,Y,Y,N,Y,中移新量子宏观对冲6号A类,1.081500,2026-09-04,119,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AKW17A,启泰多策略进取2号A类,多资产策略,复合策略,上海启泰,2024-06-27,-0.41%,+2.45%,-1.64%,-3.38%,+21.49%,1.0490,2.0333,7,私募基金 (3).xlsx,Y,Y,N,Y,启泰多策略进取2号A类,1.586800,2026-09-04,120,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ALD55A,敦和芝诺量化CTA1号A类,期货策略,,敦和资管,2024-06-17,-0.32%,+0.72%,+1.29%,-1.27%,-0.47%,-0.5214,-0.1334,7,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
ALH94A,积优翔龙A类,多资产策略,复合策略,上海积优,2024-06-04,+0.35%,+6.71%,+0.18%,+1.48%,+21.86%,1.5646,3.0097,7,私募基金 (3).xlsx,Y,Y,N,Y,积优翔龙A类,1.304600,2026-09-04,124,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ALJ54B,千象全景多元量化均衡1号B类,多资产策略,宏观策略,上海千象资产,2024-10-17,+0.44%,+1.59%,+1.00%,+2.44%,+4.74%,0.6611,1.7091,7,私募基金 (3).xlsx,Y,Y,N,Y,千象全景多元量化均衡1号B类,1.116300,2026-09-04,103,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ALL30A,量衍商品主观配置安泰1号A类,期货策略,主观期货,浙江量衍投资,2024-06-05,+0.31%,+3.78%,-5.87%,-6.87%,+6.65%,0.3125,0.4615,7,私募基金.xlsx,Y,Y,N,Y,量衍商品主观配置安泰1号A类,0.962000,2026-09-04,123,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ALV92A,朔方常青树1号A类,套利策略,,青岛朔方投资,2024-06-26,-0.35%,0.00%,+1.03%,+1.98%,+5.69%,2.5693,16.0402,7,私募基金 (1).xlsx,Y,Y,N,Y,朔方常青树1号A类,1.000000,2026-09-04,130,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ALY22A,唐德磐石糖琥FOFA类,组合策略,FOF,深圳唐德,2024-06-20,-0.31%,+3.78%,-2.28%,-0.88%,+12.77%,1.2513,1.5689,7,私募基金 (4).xlsx,Y,Y,N,Y,唐德磐石糖琥FOFA类,1.112100,2026-09-04,122,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AMD36B,国源逐日1号B类,多资产策略,复合策略,深圳国源信达资管,2024-06-26,-0.42%,+5.07%,-8.79%,-12.41%,-2.17%,-0.2041,-0.1061,7,私募基金 (3).xlsx,Y,Y,N,Y,国源志成1号B类,1.761000,2026-09-04,125,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AMD75B,亿达盛海天恒远二号B类,多资产策略,复合策略,深圳亿达盛投资,2024-06-25,+0.02%,+0.28%,+1.01%,+6.21%,-6.35%,-0.9449,-0.4168,7,私募基金 (3).xlsx,Y,Y,N,Y,亿达盛海天恒远二号B类,1.301500,2026-09-04,120,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AME58B,鑫翰启明贵金属套利1号B类,套利策略,,北京鑫翰资管,2024-07-12,+1.84%,-1.80%,+2.04%,+1.06%,+3.56%,0.2297,0.8497,7,私募基金 (1).xlsx,Y,Y,N,Y,鑫翰启明贵金属套利1号B类,1.033000,2026-09-04,118,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AMP39A,熙盛容成3号商品趋势A类,期货策略,,上海熙盛明诚,2024-07-09,+1.49%,+4.70%,+2.51%,+15.48%,+27.97%,2.5422,5.8691,7,私募基金.xlsx,Y,Y,N,Y,熙盛容成3号商品趋势A类,1.025200,2026-09-04,119,2026-09-04,216,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AMQ76B,千象商品期货指数增强1号B类,期货策略,,上海千象资产,2024-07-24,+3.51%,+9.37%,+3.54%,,+19.63%,0.8375,1.3597,6,私募基金.xlsx,Y,Y,N,Y,千象商品期货指数增强1号B类,1.450700,2026-09-08,57,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
AMQ98A,中益仁春漫千山A类,期权策略,,日照中益仁,2024-07-10,-0.01%,+1.12%,+3.60%,+4.84%,+14.51%,1.8635,2.6600,7,私募基金 (2).xlsx,Y,Y,N,Y,中益仁春漫千山A类,1.013500,2026-09-08,117,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-27 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
AMS17A,蜂起期权对冲1号A类,期权策略,场内期权,珠海蜂起资本,2024-07-26,-0.48%,+1.80%,+0.19%,-0.72%,+1.60%,-0.0732,0.3752,7,私募基金 (2).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
AMS33C,思瑞宽流宏观量化C类,期货策略,,海南思瑞,2024-07-17,+1.38%,+5.36%,-1.96%,+2.29%,+47.28%,1.8410,3.8894,7,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
AMT63A,中铖润智飞鹰2号A类,套利策略,,上海中铖润智资管,2024-07-16,+0.50%,+2.37%,+4.59%,+2.67%,-1.78%,-0.4076,-0.1258,7,私募基金 (1).xlsx,Y,Y,N,Y,中铖润智飞鹰2号A类,1.227900,2026-09-04,52,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
APB36C,洪运瑞恒金享1号C类,多资产策略,宏观策略,青岛洪运瑞恒,2024-10-25,+0.72%,+7.65%,-6.06%,-16.74%,+4.31%,0.1361,0.1514,7,私募基金 (3).xlsx,Y,Y,N,Y,洪运瑞恒金享1号C类,1.243200,2026-09-04,70,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
APB60B,远信多资产策略1期B类,多资产策略,宏观策略,珠海远信,2024-12-12,-1.14%,+0.66%,-1.64%,-7.39%,,,,4,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
APC51A,禾润宏观二号A类,多资产策略,宏观策略,海南禾润,2024-09-20,-0.55%,+13.59%,+7.57%,+40.47%,+100.51%,2.7285,9.0006,7,私募基金 (3).xlsx,Y,Y,N,Y,禾润宏观二号A类,1.086100,2026-09-08,102,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
APD36A,阿尔法3号A类,期货策略,量化期货,成都阿尔法,2024-09-18,-6.08%,+5.36%,-13.16%,-18.71%,,,,4,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
APG21B,海楚进取成长1号B类,多资产策略,复合策略,上海海楚资管,2024-09-19,-0.14%,+0.55%,+1.14%,+0.43%,+4.25%,1.1663,3.2581,7,私募基金 (3).xlsx,Y,Y,N,Y,海楚进取成长1号B类,1.178900,2026-09-04,105,2026-09-04,89,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
APQ49B,锦福源私享一号B类,多资产策略,复合策略,海南锦福源,2024-10-14,-1.23%,+4.32%,-14.59%,-10.64%,+12.39%,0.3952,0.5017,7,私募基金 (3).xlsx,Y,Y,N,Y,锦福源私享一号B类,0.966000,2026-09-04,53,2026-09-04,40,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
APR03A,如江专享一号A类,多资产策略,复合策略,青岛如江投资,2024-10-15,+0.33%,-2.00%,-0.13%,+8.78%,+21.66%,2.3945,6.8477,7,私募基金 (3).xlsx,Y,Y,N,Y,如江专享一号A类,1.569900,2026-09-04,103,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
APX61A,博衍九溪CTA2号A类,期货策略,量化期货,杭州博衍,2024-10-23,+1.45%,-0.31%,+5.68%,+2.62%,+26.10%,1.3981,3.4636,7,私募基金.xlsx,Y,Y,N,Y,博衍九溪CTA2号A类,1.550800,2026-09-04,78,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
APZ76B,天辉霍格2号B类,多资产策略,复合策略,上海天辉,2024-11-05,-9.53%,+16.21%,-49.73%,-54.61%,-11.83%,-0.1214,-0.1681,7,私募基金 (3).xlsx,Y,Y,N,Y,天辉霍格2号B类,1.605000,2026-09-09,100,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
AQL27A,谦和行健九号A类,期货策略,主观期货,成都谦和,2024-11-13,-1.63%,+0.60%,-2.85%,-17.50%,+54.82%,1.3358,1.8445,7,私募基金.xlsx,Y,Y,N,Y,谦和行健九号A类,1.778600,2026-09-09,99,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
AQN61A,唐龙小票稳进1号A类,多资产策略,复合策略,福建平潭唐龙资管,2024-11-25,+1.06%,+2.90%,-11.80%,-16.98%,+7.78%,0.2845,0.3308,7,私募基金 (3).xlsx,Y,Y,N,Y,唐龙小票稳进1号A类,1.046000,2026-09-04,96,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AQN61C,唐龙小票稳进1号C类,多资产策略,复合策略,福建平潭唐龙资管,2024-11-25,+1.05%,+2.79%,-12.09%,-17.49%,,,,4,私募基金 (3).xlsx,Y,Y,N,Y,唐龙小票稳进1号C类,0.848400,2026-09-04,34,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AQT43C,量派CTA九号1期C类,期货策略,量化期货,上海量派投资,2024-11-22,-0.35%,+2.05%,-1.70%,-1.02%,+5.14%,0.4493,0.8331,7,私募基金.xlsx,Y,Y,N,Y,量派CTA九号1期C类,1.061200,2026-09-04,96,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AQZ41A,金时CTA1号A类,期货策略,量化期货,杭州金时资管,2024-11-21,+3.61%,+3.34%,+2.59%,+9.38%,+29.02%,1.0872,2.6004,7,私募基金.xlsx,Y,Y,N,Y,金时CTA1号A类,1.660100,2026-09-04,98,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
AQZ41B,金时CTA1号B类,期货策略,量化期货,杭州金时资管,2024-11-21,+3.59%,+3.25%,+2.32%,,,,,3,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
ARC18C,盛丰聚涵对冲10号C类,多资产策略,复合策略,海南盛丰,2024-12-13,-0.05%,+2.54%,-18.46%,-20.20%,-14.81%,-0.9125,-0.6457,7,私募基金 (3).xlsx,Y,Y,N,Y,盛丰聚涵对冲10号C类,0.858900,2026-09-04,56,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ARR67A,联海宏观增强平衡1号A类,多资产策略,宏观策略,北京星鹏联海,2024-12-09,-0.34%,+0.95%,-1.60%,+5.24%,+30.02%,1.9425,6.0393,7,私募基金 (3).xlsx,Y,Y,N,Y,联海宏观增强平衡1号A类,1.165000,2026-09-04,95,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ART78A,涵德量化15号A类,期货策略,,北京涵德投资,2024-12-11,-3.07%,+10.38%,-13.69%,-11.39%,+5.97%,0.1133,0.1877,7,私募基金.xlsx,Y,Y,N,Y,涵德量化15号A类,1.365100,2026-09-04,94,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ARV36A,千象全景成长亚洲99号A类,多资产策略,宏观策略,上海千象资产,2025-01-03,+0.58%,+5.46%,+1.15%,+0.41%,+15.00%,1.0811,2.1201,7,私募基金 (3).xlsx,Y,Y,N,Y,千象全景成长亚洲99号A类,1.366300,2026-09-04,89,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
ARW24A,从容树人多策略A类,多资产策略,宏观策略,上海从容投资顾问,2025-01-03,+3.24%,+3.70%,+5.98%,+3.89%,+10.74%,0.6053,0.7994,7,私募基金 (3).xlsx,Y,Y,N,Y,从容树人多策略A类,1.585300,2026-09-04,89,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
