备案号,产品名称,一级策略,二级策略,管理人,成立日期,来源文件,是否在数据库,是否在产品主表,是否在BFL表,是否有净值,数据库产品名称,数据库最新净值,数据库最新净值日期,火富牛净值点数,火富牛最新净值日期,邮箱type6净值点数,邮箱group净值点数,邮箱hy净值点数,是否在火富牛宇宙,火富牛跟踪状态,火富牛策略,火富牛策略原因,火富牛最近成功抓取日,火富牛最近日志状态
SJT754,海润丰鼎成汇鑫期权1号,期权策略,场内期权,深圳雷丰,2020-03-24,私募基金 (2).xlsx,Y,Y,N,N,海润丰鼎成汇鑫期权1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT820,宏量鼎泰,套利策略,-,北京宏量资管,2020-03-16,私募基金 (1).xlsx,Y,Y,N,N,宏量鼎泰私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT847,雷根添宝全天候八号,多资产策略,复合策略,上海雷根资管,2020-03-18,私募基金 (3).xlsx,Y,Y,N,N,雷根添宝全天候八号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT848,雷根添宝全天候七号,多资产策略,复合策略,上海雷根资管,2020-03-04,私募基金 (3).xlsx,Y,Y,N,N,雷根添宝全天候七号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT861,循实宏观对冲贰号,期货策略,主观期货,青岛循实投资,2020-03-03,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJT866,顺天德运顺时1号,多资产策略,复合策略,北京顺时国际投资,2020-03-06,私募基金 (3).xlsx,Y,Y,N,N,顺天德运顺时1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT885,敦钰阳泽1号,多资产策略,宏观策略,上海敦钰投资,2020-06-05,私募基金 (3).xlsx,Y,Y,N,N,敦钰阳泽1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT915,明钺季季红2号,组合策略,FOF,珠海明钺,2020-03-19,私募基金 (4).xlsx,Y,Y,N,N,明钺季季红2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT934,和元达元九号量化,期货策略,量化期货,广州和元达,2020-03-06,私募基金.xlsx,Y,Y,N,N,和元达元九号量化私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT982,万有道和旋一号,多资产策略,宏观策略,广东盈铠,2020-03-30,私募基金 (3).xlsx,Y,Y,N,N,万有道和旋一号证券私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJT991,华侨财富FOF优选壹号,组合策略,FOF,浙江华侨,2020-03-04,私募基金 (4).xlsx,Y,Y,N,N,华侨财富FOF优选壹号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU010,金思维基智稳健配置FOF一号,组合策略,FOF,上海金思维投资咨询,2020-03-04,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJU011,金思维基智成长配置FOF一号,组合策略,FOF,上海金思维投资咨询,2020-03-04,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJU017,京华世家睿远二期,组合策略,FOF,北京京华世家,2020-03-24,私募基金 (4).xlsx,Y,Y,N,N,京华世家睿远私募证券投资基金二期,,,0,,0,0,0,N,not_in_universe,,,,
SJU053,珠池新机遇182期,组合策略,MOM,上海珠池资管,2020-03-17,私募基金 (4).xlsx,Y,Y,N,N,珠池新机遇私募证券投资基金182期,,,0,,0,0,0,N,not_in_universe,,,,
SJU055,珠池新机遇181期,组合策略,FOF,上海珠池资管,2020-03-24,私募基金 (4).xlsx,Y,Y,N,Y,珠池新机遇181期,1.777300,2026-09-04,348,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SJU104,具力观复优选趋势,期货策略,主观期货,浙江具力定成,2020-10-29,私募基金.xlsx,Y,Y,N,N,具力观复优选趋势私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU192,熵一和圆财富增长,多资产策略,复合策略,北京熵一资管,2020-03-30,私募基金 (3).xlsx,Y,Y,N,N,熵一和圆财富增长私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU218,上汽颀臻新能源1号,多资产策略,复合策略,上海上汽颀臻资管,2020-03-11,私募基金 (3).xlsx,Y,Y,N,N,上汽颀臻新能源1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU225,涌津涌鑫8号,多资产策略,复合策略,上海涌津投资,2020-03-10,私募基金 (3).xlsx,Y,Y,N,N,涌津涌鑫8号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU238,海钦可转债,多资产策略,宏观策略,宁波海钦投资,2020-03-20,私募基金 (3).xlsx,Y,Y,N,N,海钦可转债私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU268,北京风炎益添八号,多资产策略,复合策略,北京风炎投资,2020-03-05,私募基金 (3).xlsx,Y,Y,N,N,北京风炎益添八号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU276,柏石全天候明日星辰,多资产策略,复合策略,西安柏石,2020-04-30,私募基金 (3).xlsx,Y,Y,N,N,柏石全天候明日星辰私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU302,春秋7号指数增强量化对冲,多资产策略,复合策略,深圳前海春秋投资,2020-04-16,私募基金 (3).xlsx,Y,Y,N,N,春秋7号指数增强量化对冲私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU341,宝方量化6号,组合策略,MOM,杭州宝方投资,2020-04-02,私募基金 (4).xlsx,Y,Y,N,N,宝方量化6号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU352,昊泽CTA岳阳4号,期货策略,量化期货,北京昊泽致远,2020-03-13,私募基金.xlsx,Y,Y,N,N,昊泽CTA岳阳4号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU388,七禾科技传奇壹号,期货策略,量化期货,杭州七禾聚资管,2020-03-24,私募基金.xlsx,Y,Y,Y,N,七禾科技传奇壹号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU424,涌津涌鑫9号,多资产策略,复合策略,上海涌津投资,2020-03-10,私募基金 (3).xlsx,Y,Y,N,N,涌津涌鑫9号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU454,会世元启CTA2号,期货策略,量化期货,上海会世,2020-03-16,私募基金.xlsx,Y,Y,N,N,会世元启CTA2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU459,叁津润物,组合策略,FOF,广州叁津,2020-03-24,私募基金 (4).xlsx,Y,Y,N,N,叁津润物私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU510,申优华峰商盈2号,多资产策略,复合策略,深圳申优资管,2020-03-19,私募基金 (3).xlsx,Y,Y,N,Y,申优华峰商盈2号,1.660141,2026-05-19,579,2026-05-19,0,0,0,Y,update_slow,update_slow,3-6m: 火富牛 latest 2026-05-19 before 2026-08; do not pay weekly unless policy changed,2026-05-19,ok
SJU538,翊安投资尊享13号,多资产策略,复合策略,上海翊安投资,2020-03-11,私募基金 (3).xlsx,Y,Y,N,N,翊安投资尊享13号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU548,启元朗帝专享1号,组合策略,FOF,温州启元资管,2020-03-27,私募基金 (4).xlsx,Y,Y,N,N,启元朗帝专享1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU551,拓牌价值成长1号,期货策略,量化期货,上海拓牌,2020-03-30,私募基金.xlsx,Y,Y,N,N,拓牌价值成长1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU573,勤远动态平衡3号,组合策略,FOF,上海勤远,2020-03-20,私募基金 (4).xlsx,Y,Y,N,N,勤远动态平衡3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU588,华软新动力优享21期,多资产策略,复合策略,北京华软新动力,2020-03-16,私募基金 (3).xlsx,Y,Y,N,N,华软新动力优享21期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU629,滂沱全天候,多资产策略,宏观策略,上海滂沱投资,2020-02-25,私募基金 (3).xlsx,Y,Y,N,N,滂沱全天候私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU701,泊通冰剑3号,多资产策略,宏观策略,上海泊通投资,2020-06-01,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJU709,常源稳健2号,多资产策略,复合策略,北京常源,2020-05-08,私募基金 (3).xlsx,Y,Y,N,N,常源稳健2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU710,上海淳化咬金相对价值1号,期权策略,场内期权,上海淳化,2020-03-24,私募基金 (2).xlsx,Y,Y,N,N,上海淳化咬金相对价值1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU711,晟川永晟五号,期货策略,主观期货,泉州晟川,2020-03-19,私募基金.xlsx,Y,Y,Y,Y,晟川永晟五号私募证券投资基金,1.068000,2025-05-20,0,,0,1050,0,N,not_in_universe,,,,
SJU720,金宝鼎策略精选,多资产策略,复合策略,深圳金宝鼎投资,2020-03-23,私募基金 (3).xlsx,Y,Y,N,Y,金宝鼎策略精选,0.635000,2026-09-10,1502,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok
SJU735,众意青耕复合策略一期,多资产策略,复合策略,济南众意,2020-03-13,私募基金 (3).xlsx,Y,Y,N,N,众意青耕复合策略一期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU759,正朗道法自然1期,期货策略,量化期货,上海易正朗投资,2020-04-01,私募基金.xlsx,Y,Y,N,N,正朗道法自然1期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU766,中投星火-量化进取型8号,套利策略,期货套利,深圳星火燎原,2020-03-23,私募基金 (1).xlsx,Y,Y,N,Y,中投星火-量化进取型8号私募证券投资基金,1.051500,2020-08-19,0,,90,0,0,N,not_in_universe,,,,
SJU767,君信复利二号,期权策略,场内期权,福建君信,2020-03-26,私募基金 (2).xlsx,Y,Y,N,N,君信复利二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU773,汇升期权五号,期权策略,场内期权,江苏苏豪汇升,2020-03-26,私募基金 (2).xlsx,Y,Y,N,N,汇升期权五号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU817,涌金春生量化择时对冲2号,套利策略,-,北京涌金春生投资,2020-03-24,私募基金 (1).xlsx,Y,Y,N,N,涌金春生量化择时对冲2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU873,格林顿跃享1号,多资产策略,复合策略,珠海格林顿资管,2020-04-17,私募基金 (3).xlsx,Y,Y,N,N,格林顿跃享1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU896,盈富自营期权策略三号,期权策略,场内期权,深圳盈富汇智,2020-03-11,私募基金 (2).xlsx,Y,Y,N,N,盈富自营期权策略三号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU898,雷根优享全天候二号1期,多资产策略,复合策略,上海雷根资管,2020-03-11,私募基金 (3).xlsx,Y,Y,N,N,雷根优享全天候二号1期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU910,九沐多策略天齐,多资产策略,复合策略,北京九沐,2020-03-26,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJU911,九沐多策略必犇,多资产策略,复合策略,北京九沐,2020-03-27,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJU930,和棋红塔CTA,期货策略,量化期货,江苏和棋投资,2020-03-16,私募基金.xlsx,Y,Y,N,N,和棋红塔CTA私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJU994,中投星火-量化进取型10号,套利策略,-,深圳星火燎原,2020-03-23,私募基金 (1).xlsx,Y,Y,N,N,中投星火-量化进取型10号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV021,耶诺千金对冲长赢,多资产策略,复合策略,上海耶诺资管,2020-03-25,私募基金 (3).xlsx,Y,Y,N,N,耶诺千金对冲长赢私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV027,固利资产龙吟CTA,期货策略,量化期货,上海固利资管,2020-03-23,私募基金.xlsx,Y,Y,N,N,固利资产龙吟CTA私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV048,赋源衍生品量化一号,期货策略,量化期货,上海赋源投资,2020-06-01,私募基金.xlsx,Y,Y,N,N,赋源衍生品量化一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV053,景唐精选2号,多资产策略,复合策略,陕西景唐投资,2020-03-20,私募基金 (3).xlsx,Y,Y,N,N,景唐精选2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV059,复利量化68号,组合策略,FOF,上海复利投资,2020-03-25,私募基金 (4).xlsx,Y,Y,N,N,复利量化68号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV069,合治倍熠五号,多资产策略,宏观策略,北京合治投资,2020-03-24,私募基金 (3).xlsx,Y,Y,N,N,合治倍熠五号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV072,兆信16号,多资产策略,复合策略,浙江兆信投资,2020-03-26,私募基金 (3).xlsx,Y,Y,N,N,兆信16号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV092,明钺山海1号,组合策略,FOF,珠海明钺,2020-03-25,私募基金 (4).xlsx,Y,Y,N,N,明钺山海1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV121,华银稳健成长(母基金),组合策略,FOF,海南华银天夏,2020-03-18,私募基金 (4).xlsx,Y,Y,N,N,华银稳健成长（母基金）私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV132,中仁朝禾八号,多资产策略,复合策略,湖南中仁资管,2020-05-13,私募基金 (3).xlsx,Y,Y,N,N,中仁朝禾八号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV239,中阅家族荣耀10号,多资产策略,复合策略,中阅资本,2020-03-30,私募基金 (3).xlsx,Y,Y,N,N,中阅家族荣耀10号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV261,甬远明月1号,期货策略,主观期货,宁波市甬远投资,2020-03-27,私募基金.xlsx,Y,Y,N,N,甬远明月1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV315,扬羽习习二号,期货策略,主观期货,上海扬羽投资,2020-03-20,私募基金.xlsx,Y,Y,N,N,扬羽习习二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV322,济海财通慧智1号,多资产策略,复合策略,杭州济海投资,2020-04-30,私募基金 (3).xlsx,Y,Y,N,N,济海财通慧智1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV330,济海搏丰一号,多资产策略,复合策略,杭州济海投资,2020-03-30,私募基金 (3).xlsx,Y,Y,N,N,济海搏丰一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV348,汇鸿汇升星汇旗舰一号,组合策略,FOF,江苏苏豪汇升,2020-04-23,私募基金 (4).xlsx,Y,Y,N,N,汇鸿汇升星汇旗舰一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV397,金伯珠北极星,多资产策略,复合策略,南京金伯珠资管,2020-03-19,私募基金 (3).xlsx,Y,Y,N,N,金伯珠北极星私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV426,金伯珠誉权,套利策略,-,南京金伯珠资管,2020-03-19,私募基金 (1).xlsx,Y,Y,N,N,金伯珠誉权私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV428,成冠财富24号,期货策略,主观期货,西藏成冠投资,2020-03-13,私募基金.xlsx,Y,Y,N,N,成冠财富24号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV454,崇盛国海1号,期货策略,量化期货,安徽崇盛投资,2020-05-07,私募基金.xlsx,Y,Y,N,N,崇盛国海私募证券投资基金1号,,,0,,0,0,0,N,not_in_universe,,,,
SJV470,涌津涌鑫10号,多资产策略,复合策略,上海涌津投资,2020-03-16,私募基金 (3).xlsx,Y,Y,N,N,涌津涌鑫10号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV482,钧富如风靖戈1号,期权策略,场内期权,杭州钧富投资,2020-04-03,私募基金 (2).xlsx,Y,Y,N,Y,钧富如风靖戈1号,0.964800,2026-09-04,739,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SJV548,华侨财富华翼FOF壹号,组合策略,FOF,浙江华侨,2020-03-17,私募基金 (4).xlsx,Y,Y,N,N,华侨财富华翼FOF壹号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV556,中期智觉一号,套利策略,-,江苏智觉投资,2020-04-02,私募基金 (1).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJV577,锋滔星剑CTA一号,期货策略,量化期货,上海锋滔资管,2020-03-23,私募基金.xlsx,Y,Y,N,N,锋滔星剑CTA一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV608,福邑常盈二号,套利策略,期货套利,上海福邑,2021-05-24,私募基金 (1).xlsx,Y,Y,N,N,福邑常盈二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV645,海钦3号单一,多资产策略,宏观策略,宁波海钦投资,2020-03-23,私募基金 (3).xlsx,Y,Y,N,N,海钦3号单一私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV659,炳富红五星CTA,期货策略,量化期货,上海炳富投资,2020-03-25,私募基金.xlsx,Y,Y,N,Y,炳富红五星CTA,1.712900,2026-09-04,699,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SJV686,卓汇匠鑫财富,多资产策略,复合策略,卓汇基金,2020-03-26,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJV695,领峰方舟1号,多资产策略,复合策略,深圳领峰,2020-05-29,私募基金 (3).xlsx,Y,Y,N,N,领峰方舟1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV696,磐石晨启1号,多资产策略,宏观策略,河南磐石资管,2020-04-29,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SJV708,勤远至能2号,期货策略,量化期货,上海勤远,2020-03-25,私募基金.xlsx,Y,Y,N,N,勤远至能2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV750,华杉致远,期货策略,量化期货,深圳前海华杉投资,2020-03-19,私募基金.xlsx,Y,Y,N,Y,华杉致远私募证券投资基金,1.620900,2023-03-31,0,,700,0,0,N,not_in_universe,,,,
SJV759,七禾兰瑞新世纪3号,期货策略,主观期货,杭州七禾新资管,2020-04-07,私募基金.xlsx,Y,Y,N,N,七禾兰瑞新世纪3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV767,圭源均阳FOF1号,组合策略,FOF,上海圭源,2020-03-27,私募基金 (4).xlsx,Y,Y,N,N,圭源均阳FOF1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV770,中邮永安鑫享成长FOF一号,组合策略,FOF,上海中邮永安,2020-03-18,私募基金 (4).xlsx,Y,Y,N,N,中邮永安鑫享成长FOF一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV784,文谛量化多策略十号,期货策略,量化期货,上海文谛资管,2021-08-04,私募基金.xlsx,Y,Y,N,Y,文谛量化多策略十号,1.401000,2026-09-04,284,2026-09-04,143,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SJV847,量游飞马五号,期货策略,量化期货,上海量游资管,2020-03-25,私募基金.xlsx,Y,Y,N,N,量游飞马五号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV850,灵鹤鑫源三号,期货策略,量化期货,上海灵鹤资管,2020-03-24,私募基金.xlsx,Y,Y,N,N,灵鹤鑫源三号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV883,远澜橡树1号,期货策略,量化期货,上海远澜,2020-05-07,私募基金.xlsx,Y,Y,N,N,远澜橡树1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV895,国丰源壹江南,多资产策略,复合策略,广东国丰源投资,2020-05-06,私募基金 (3).xlsx,Y,Y,N,N,国丰源壹江南私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV900,和熙麦田3号期权对冲,期权策略,场内期权,浙江和熙资管,2020-04-09,私募基金 (2).xlsx,Y,Y,N,N,和熙麦田3号期权对冲私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV937,华侨财富华鹭多策略FOF,组合策略,FOF,浙江华侨,2020-03-27,私募基金 (4).xlsx,Y,Y,N,N,华侨财富华鹭多策略FOF私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJV964,国道波动力1号,多资产策略,复合策略,上海国道资管,2020-04-09,私募基金 (3).xlsx,Y,Y,N,N,国道波动力1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJW105,大凡创元0026,期货策略,量化期货,重庆大凡,2020-04-21,私募基金.xlsx,Y,Y,N,N,大凡创元私募证券投资基金0026,,,0,,0,0,0,N,not_in_universe,,,,
SJW106,每利-班长1号,期货策略,量化期货,北京每利投资,2020-03-27,私募基金.xlsx,Y,Y,N,Y,每利-班长1号,1.678000,2026-09-09,1458,2026-09-09,1079,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok
SJW111,佳禾量化CTA九号,期货策略,量化期货,珠海佳禾,2020-04-17,私募基金.xlsx,Y,Y,N,N,佳禾量化CTA九号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJW124,熙山抱朴2号,组合策略,FOF,深圳熙山资管,2020-07-09,私募基金 (4).xlsx,Y,Y,N,Y,熙山抱朴2号,1.244000,2026-08-31,205,2026-08-31,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-08-31,no_data
SJW130,时代复兴多策略优选1号,套利策略,-,北京时代复兴投资,2020-08-14,私募基金 (1).xlsx,Y,Y,N,N,时代复兴多策略优选1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SJW162,惠丰顾盈6号,套利策略,-,东莞市惠丰资管,2020-03-27,私募基金 (1).xlsx,Y,Y,N,N,惠丰顾盈6号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
