来源,产品名称,备案编码,产品全称,备案编号,基金管理人,投资顾问,成立日期,备案日期,托管券商,基金经理,开放日,是否可临开,申购费,追加限制,赎回费,预警线,封闭期,平仓线,管理费率,管理费说明,托管费,行政外包服务费,业绩报酬说明,管理规模,登记编号
团队跟踪,歌斐诺宝TOP30对冲母基金3号11期,S27804,歌斐诺宝TOP30对冲母基金3号11期,S27804,上海歌斐诺宝资管,,2015-03-23,2015-03-26,招商证券股份有限公司,,,否,,,,,,,0,,,,,50-100亿元,P1000548
团队跟踪,泓湖稳健宏观对冲,S28048,泓湖稳健宏观对冲私募证券投资基金,S28048,上海泓湖,,2015-04-16,2015-04-24,中信证券股份有限公司,梁文涛,每个工作日,否,赎回费0.5%（持有期低于90天）,,A类份额：0%。B类份额：持有期小于90天，赎回费率为0.5%；持有期大等于90天，赎回费率为0%,0.92,无,,0.01,B：1%+18%（单客户高水位法）,0.05%,0.05%,A类份额：0%。B类份额：单客户高水位法，赎回、分红、清盘收取，计提比例18%,100亿元以上,P1000395
团队跟踪,因诺启航2号私募证券投资基金,S28490,因诺启航2号私募证券投资基金,S28490,上海因诺资管,,2015-04-06,2015-04-16,国信证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1006164
团队跟踪,希瓦小牛1号基金,S29270,希瓦小牛1号基金,S29270,海南希瓦,,2015-04-21,2015-04-28,国信证券股份有限公司,梁宏,,否,,,,,,,0,,,,,100亿元以上,P1008160
团队跟踪,北方国际信托股份有限公司盈阳七号证券投资单一资金信托计划,S29786,北方国际信托股份有限公司盈阳七号证券投资单一资金信托计划,S29786,,浙江盈阳资管,2015-01-30,2015-04-15,兴业银行股份有限公司,,,否,,,,,,,0,,,,,,
团队跟踪,歌斐诺宝TOP30对冲母基金3号14期,S29936,歌斐诺宝TOP30对冲母基金3号14期,S29936,上海歌斐诺宝资管,,2015-04-20,2015-04-27,招商证券股份有限公司,,,否,,,,,,,0,,,,,50-100亿元,P1000548
团队跟踪,涵德量化稳健私募证券投资基金,S33049,涵德量化稳健私募证券投资基金,S33049,北京涵德投资,,2015-05-13,2015-05-21,中信证券股份有限公司,秦志宇、顾小军,,否,,,,,,,0,,,,,50-100亿元,P1001739
团队跟踪,联海经纬5号私募证券投资基金,S33089,联海经纬5号私募证券投资基金,S33089,北京星鹏联海,,2015-05-22,2015-05-25,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1034351
团队跟踪,宽远优势成长2号基金,S33261,宽远优势成长2号证券投资基金,S33261,上海宽远资管,,2015-04-14,2015-04-20,兴业证券股份有限公司,梁力、徐京德,,否,,,,,,,0,,,,,50-100亿元,P1007125
团队跟踪,宥熙多策略对冲1期,S33313,宥熙多策略对冲1期,S33313,上海昆仑磐升,,2015-07-27,2015-07-31,中信证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1007140
团队跟踪,因诺天跃私募证券投资基金,S33929,因诺天跃私募证券投资基金,S33929,上海因诺资管,,2015-04-23,2015-04-30,国信证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1006164
团队跟踪,因诺期权2号,S34941,因诺期权2号私募证券投资基金,S34941,上海因诺资管,,2015-04-27,2015-05-12,国信证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1006164
团队跟踪,稳博红樱桃8号私募基金A类份额,S5034A,稳博红樱桃8号私募基金A类份额,S5034A,上海稳博投资,,2017-04-20,,招商证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1029043
团队跟踪,盛泉恒元多策略量化对冲1号基金,S60039,盛泉恒元多策略量化对冲1号基金,S60039,南京盛泉恒元投资,,2015-07-10,2015-07-14,华泰证券股份有限公司,,每月最后一个交易日,否,1%,,每月最后一个交易日，赎回费0.5%（持有期满360天免收）,,3个月,,0.005,"管理费：0.5%/年
托管/运营服务费：各0.02%/年",每年0.02%,每年0.02%,客户净收益的20%，客户赎回、基金终止和收益分配时计提并支付,100亿元以上,P1006545
团队跟踪,资瑞兴一号基金,S60796,资瑞兴一号基金,S60796,深圳资瑞兴投资,,2015-11-27,2015-12-07,国泰君安证券股份有限公司,汪忠远,每个交易日,否,0,,,,半年,,0.015,,,,20%,5-10亿元,P1014067
团队跟踪,骐邦精选成长,S64916,骐邦精选成长私募证券投资基金,S64916,上海骐邦投资,,2015-07-15,2015-07-20,国金证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1007295
团队跟踪,博孚利尊享1号FOF私募证券投资基金A类份额,S6545A,博孚利尊享1号FOF私募证券投资基金A类份额,S6545A,厦门博孚利资管,,2019-09-12,2017-04-25,华泰证券股份有限公司,,每周周五,可临开赎回,1%,不少于 10 万元,持有期小于360天，赎回费率为1%；持有期大于等于360天，免收。,0.93,无,0.9,0.01,,0.015%,0.015%,大于5%的部分提取16%作为业绩报酬,50-100亿元,P1023120
团队跟踪,博孚利尊享1号FOF私募证券投资基金B类份额,S6545B,博孚利尊享1号FOF私募证券投资基金B类份额,S6545B,厦门博孚利资管,,2019-09-12,,华泰证券股份有限公司,,每周周五,可临开申购,1%,10万元期,0%,0.8,无,0.75,0,,0.025%,0.025%,不计提业绩报酬,50-100亿元,P1023120
团队跟踪,明汯CTA一号基金,S66271,明汯CTA一号基金,S66271,上海明汯投资,,2015-08-14,2015-08-20,国金证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1004150
团队跟踪,银万价值对冲一号私募证券投资基金D类份额,S6631D,银万价值对冲一号私募证券投资基金D类份额,S6631D,浙江银万,,2017-05-18,2017-05-25,国泰君安证券股份有限公司,,封闭期结束之后的每自然季度首月（即1、4、7、10月）第5个自然日，如遇非交易日，则顺延至下一交易日。,否,1% ，募集机构有权减免,,持有期限低于360天（不含）的，赎回费率为1%，份额持有期在360天及以上的，赎回费率为0%。 本基金D类份额赎回费归基金资产所有。,,6个月,,0.01,,0.001000,,对超出业绩报酬计提基准年化5% 的持有期差额收益按20%进行计提。,20-50亿元,P1005420
团队跟踪,汇艾资产-稳健1号基金,S67292,汇艾资产-稳健1号基金,S67292,上海汇艾资管,,2015-08-06,2015-08-12,国信证券股份有限公司,杨晓荣,,否,,,,,,,0,,,,,0-5亿元,P1014027
团队跟踪,珠池山金量化稳健投资母基金1号1期,S69443,珠池山金量化稳健投资母基金1号1期,S69443,上海珠池资管,,2015-08-28,2015-09-06,国信证券股份有限公司,,,否,,,,,,,0,,,,,50-100亿元,P1014451
团队跟踪,长江证券超越理财宝9号集合资产管理计划,S72326,长江证券超越理财宝9号集合资产管理计划,S72326,长江证券资管,,2015-07-10,2015-07-20,兴业银行股份有限公司,,,否,,,,,,,0,,,,,,PT0700011487
团队跟踪,齐鲁滴泉2号集合资产管理计划,S73167,齐鲁滴泉2号集合资产管理计划,S73167,中泰证券资管,,2015-08-20,2015-09-21,中国光大银行股份有限公司,,,否,,,,,,,0,,,,,,PT0700011608
团队跟踪,量锐5号基金,S80173,量锐5号基金,S80173,宁波金戈量锐资管,,2015-09-21,2015-09-28,国金证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1008220
团队跟踪,恒瑞-中国梦二期,S81217,恒瑞-中国梦二期私募证券投资基金,S81217,上海恒瑞,,2015-09-29,2015-10-08,国信证券股份有限公司,肖正根,,否,,,,,,,0,,,,,5-10亿元,P1000886
团队跟踪,瑞倍高森2号私募证券投资基金,S81277,瑞倍高森2号私募证券投资基金,S81277,宁波瑞倍,,2016-02-24,2016-03-04,招商证券股份有限公司,,,否,,,,,,,0,,,,,10-20亿元,P1010568
团队跟踪,瑞倍高森5号私募证券投资基金,S83053,瑞倍高森5号私募证券投资基金,S83053,宁波瑞倍,,2015-11-23,2015-11-26,招商证券股份有限公司,,每天开放申购，每周一、三、五开放赎回,否,0%,1万元起,A类份额：0%。B 类份额、C 类份额和 D 类份额：持有期小于 90 个自然日，赎回费率 1%；持有期大等于 90个自然日，赎回费率 0%,,无,,0.01,A 类份额：0%；B 类份额：0.6%；C 类份额：0.9%；D 类份额：1%,0.01%,0.01%,"A 类份额：0%;
B 类份额：16%；
C 类份额：18%；
D 类份额：20%
（单客户高水位，赎回、分红、终止时计提)",10-20亿元,P1010568
团队跟踪,正则基金,S83766,正则基金,S83766,海南茂源量化,,2015-10-23,2016-03-02,国金证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1061840
团队跟踪,远澜云杉,S83994,远澜云杉期货基金,S83994,上海远澜,,2015-11-04,2015-11-13,兴业证券股份有限公司,王凯,,否,,,,,,,0,,,,,100亿元以上,P1018484
团队跟踪,博孚利聚强1号证券投资基金,S84080,博孚利聚强1号证券投资基金,S84080,厦门博孚利资管,,2015-12-22,2015-12-30,中信证券股份有限公司,何阳阳,每周周五、每年12月15日,否,A类份额：1%；B类份额：0%,不少于 10 万元,A类份额：持有期小于365天，赎回费率1%；持有期大等于365天，赎回费率0%。B类份额：0%,0.75,无,0.7,0.01,A类份额：1%；B类份额：0%,0.02%,0.02%,"A类份额：R<=7%，不收取业绩报酬；R>7%部分，收取15%；
B类份额：不收取业绩报酬。
业绩基准日：每年12月15日。",50-100亿元,P1023120
团队跟踪,富善投资-致远金选1号基金,S84846,富善投资-致远金选1号基金,S84846,上海富善投资,,2015-11-27,2015-12-03,招商证券股份有限公司,林成栋,,否,,,,,,,0,,,,,5-10亿元,P1000712
团队跟踪,盛泉恒元量化套利1号专项私募证券投资基金,S85051,盛泉恒元量化套利1号专项私募证券投资基金,S85051,南京盛泉恒元投资,,2015-11-09,2015-11-12,华泰证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1006545
团队跟踪,致远CTA精选5号私募证券投资基金A类份额,S9013A,致远CTA精选5号私募证券投资基金A类份额,S9013A,上海富善投资,,2017-06-12,2017-06-19,国泰君安证券股份有限公司,,每自然月第10个自然日为开放日。如该对应日为非工作日，则开放日为该日后的第一个工作日。,可临开申购,B类份额：0,每次追加申购的最低金额为10万元人民币。,0,0.8,成立后180天（已结束）。,0.75,0,B类份额：0.5%/年,0.025%/年,0.025%/年,"B类份额：单人单笔高水位法，针对收益0%以上的部分计提10%业绩报酬
本基金业绩报酬计提日为：封闭期过后，每年1月及7月的最后一个交易日，基金份额持有人实际赎回基金份额时（包含全部赎回，部分赎回）、基金终止日。",5-10亿元,P1000712
团队跟踪,博普绝对价值1号私募基金A类份额,S9249A,博普绝对价值1号私募基金A类份额,S9249A,深圳博普科技,,2017-04-10,,招商证券股份有限公司,,,否,,,,,,,0,,,,,50-100亿元,P1001724
团队跟踪,顽岩中证500指数增强1号A类,SA143A,顽岩中证500指数增强1号私募证券投资基金A类份额,SA143A,上海顽岩,,2021-07-09,,招商证券股份有限公司,,申购开放日为每个工作日；赎回开放日为每周周三,否,1%,,1%,0.75,,0.7,0.01,,0.025%,0.025%,,100亿元以上,P1034708
团队跟踪,泽善专享1号私募证券投资基金A类份额,SA552A,泽善专享1号私募证券投资基金A类份额,SA552A,广东泽善投资,,2021-08-31,2021-08-31,兴业证券股份有限公司,,每自然月第10个自然日为开放日。如该对应日为非工作日，则开放日为该日后的第一个工作日。,可临开申购,B类份额：0,每次追加申购的最低金额为10万元人民币。,0,0.8,成立后180天（已结束）。,0.75,0.01,B类份额：0.5%/年,0.025%/年,0.025%/年,"B类份额：单人单笔高水位法，针对收益0%以上的部分计提10%业绩报酬
本基金业绩报酬计提日为：封闭期过后，每年1月及7月的最后一个交易日，基金份额持有人实际赎回基金份额时（包含全部赎回，部分赎回）、基金终止日。",10-20亿元,P1070852
团队跟踪,量派专享六号私募证券投资基金A类份额,SA797A,量派专享六号私募证券投资基金A类份额,SA797A,上海量派投资,,2021-07-29,2021-08-05,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1071253
团队跟踪,稳博广博中证1000量化多头系列2-1号私募证券投资基金B类份额,SA870B,稳博广博中证1000量化多头系列2-1号私募证券投资基金B类份额,SA870B,上海稳博投资,,2021-07-21,2021-07-26,广发证券股份有限公司,,每月10号,否,单笔申购金额＜500万元，申购费率为1%；500万元≤单笔申购金额＜1000万元，申购费率为0.5%；1000万元≤单笔申购金额，申购费率为0.2%,,0%,,,,0.01,,0.05%,0.05%,在业绩报酬计提日对每笔份额的份额累计净值超过历史计提日最高份额累计净值部分，根据一定的比例计提业绩报酬，B 类份额提取比例为20%,100亿元以上,P1029043
团队跟踪,鑫鼎长风套利1号私募证券投资基金B类份额,SA947B,鑫鼎长风套利1号私募证券投资基金B类份额,SA947B,深圳鑫鼎,,2021-08-02,2021-08-10,国信证券股份有限公司,,每日,否,0,1万的整数倍,0,0.95,无,0.9,0.01,,0.04%,0.04%,"单客户高水位
年化高于8%的部分收50%",5-10亿元,P1008450
团队跟踪,致邃投资-智慧矩阵量化8号私募证券投资基金,SAAD44,致邃投资-智慧矩阵量化8号私募证券投资基金,SAAD44,上海致邃投资,,2023-08-22,2023-09-20,招商证券股份有限公司,,每周周二、周三,否,0%,,0%,,无,,0.01,A类份额：0%，B类份额：1%,,,超额20%,5-10亿元,P1063212
团队跟踪,和聚世然1期,SAAD80,和聚世然1期私募证券投资基金,SAAD80,北京和聚,,2023-08-31,2023-09-11,国泰君安证券股份有限公司,田加强,每个交易日,否,0%,,持有期小于360天，赎回费率为1%；持有期大等于360天，赎回费率为0%。,,,,0.01,,0.025%/年,0.025%/年,"单笔份额高水位争值法扣份额，
计提比例15%",10-20亿元,P1000273
团队跟踪,唯瞻一号,SAAD97,唯瞻一号私募证券投资基金,SAAD97,杭州唯瞻,,2023-09-01,2023-09-06,中信证券股份有限公司,,"申购：每周二
赎回：每月10号
合同允许临开赎回",否,0,10万元起,0,0.85,,0.8,0.015,,,,20%,10-20亿元,P1074419
团队跟踪,唯瞻二号私募证券投资基金,SAAD98,唯瞻二号私募证券投资基金,SAAD98,杭州唯瞻,,2023-09-07,2023-09-12,中信证券股份有限公司,,申购：每周三    赎回：每月15号,可临开赎回,0,不少于10万元,0,0.85,无,0.8,0.015,,0.01%,0.01%,20%,10-20亿元,P1074419
团队跟踪,千衍三涛10号私募证券投资基金,SAAE75,千衍三涛10号私募证券投资基金,SAAE75,上海千衍,,2023-09-04,2023-09-07,申万宏源证券有限公司,,,否,,,,,,,0,,,,1%+20%,100亿元以上,P1009640
团队跟踪,智领海宽聚配星耀,SAAG10,智领海宽聚配星耀私募证券投资基金,SAAG10,福州智领三联,,2023-10-23,2023-10-31,申万宏源证券有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1033867
团队跟踪,正瀛骐骥7号私募证券投资基金,SAAG24,正瀛骐骥7号私募证券投资基金,SAAG24,上海正瀛资管,,2023-08-31,2023-08-31,中信证券股份有限公司,,每周第一、第三个工作日,否,0,,0,0.92,无,0.9,0.01,,0.025%,,"管理人将根据委托人每笔投资的期间年化收益率（R），当期间年化收益率大
于【6】%时，对所有收益按照【60】%的比例收取业绩报酬，且计提后该笔份额
的期间年化收益率不低于【6】%",100亿元以上,P1060813
