备案号,产品名称,管理人,建议一级,建议二级,建议三级,信心,建议依据,现有团队策略,现有平台策略,同系列已分类产品,是否接受,备注
SB0838,博孚利西海机智对冲一号私募证券投资基金,厦门博孚利资产管理有限公司,期货策略,主观期货,农产,高,团队数据已有团队策略；产品名另指向股票对冲/,期货策略 / 主观期货 / 农产,期货策略 / 主观期货 / 农产,博孚利西海机智对冲一号=期货策略/主观期货/农产,,
SXD115,博孚利小满1号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,宏观策略,交易型,高,团队数据已有团队策略,多资产策略 / 宏观策略 / 交易型,期权策略 / 场内期权 / 期权多策略,博孚利小满1号=多资产策略/宏观策略/交易型,,
SXD131,博孚利信新FOF一号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利信新FOF一号=多资产策略/FOF；博孚利信新FOF一号B类=多资产策略/FOF；博孚利信新FOF一号A类=多资产策略/FOF,,
SVT112,博孚利星石家族私募证券投资基金,厦门博孚利资产管理有限公司,套利策略,,,高,团队数据已有团队策略,套利策略,组合策略 / FOF,博孚利星石家族=套利策略；博孚利星石家族A类=套利策略；博孚利星石家族B类=套利策略,,
SVR723,博孚利星享FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利星享FOF=多资产策略/FOF,,
SVM194,博孚利星源二号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,博孚利九幺幺定制FOF3号=多资产策略/FOF,,
SSH454,博孚利星源一号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,博孚利星源一号=多资产策略/FOF,,
S09355,博孚利玄悟1号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,博孚利玄悟1号=多资产策略/FOF,,
SZU331,博孚利衍复指增1号私募证券投资基金,厦门博孚利资产管理有限公司,股票多头,指数增强,,高,团队数据已有团队策略；产品名含指增/指数增强,股票多头 / 指数增强,股票多头 / 500指增,博孚利衍复指增1号=股票多头/指数增强,,
STV136,博孚利玉江郎1号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,博孚利玉江郎1号=多资产策略/FOF；博孚利玉江郎1号A类=多资产策略/FOF；博孚利玉江郎1号B类=多资产策略/FOF,,
SAJJ27,博孚利悦享1号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,博孚利悦享1号=多资产策略/FOF,,
STM324,博孚利哲理私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,"博孚利哲理=多资产策略/FOF；博孚利哲理A类=多资产策略/FOF；博孚利哲理B类=多资产策略/宏观策略/配置型,海外,量化",,
SLN591,博孚利中衍尊享FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利中衍尊享FOF=多资产策略/FOF；博孚利中衍尊享FOFB类=多资产策略/FOF；博孚利中衍尊享FOFA类=多资产策略/FOF,,
SAHX43,博孚利专享1号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,博孚利专享1号=多资产策略/FOF；博孚利专享2号=多资产策略/FOF；博孚利专享2号C类=多资产策略/FOF；博孚利专享2号A类=多资产策略/FOF；博孚利专享2号B类=多资产策略/FOF,,
SBRW54,博孚利专享2号私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,博孚利专享2号=多资产策略/FOF；博孚利专享2号C类=多资产策略/FOF；博孚利专享1号=多资产策略/FOF；博孚利专享2号A类=多资产策略/FOF；博孚利专享2号B类=多资产策略/FOF,,
SSZ388,博孚利擢英2号私募证券投资基金,厦门博孚利资产管理有限公司,期货策略,主观期货,多板块,高,团队数据已有团队策略,期货策略 / 主观期货 / 多板块,期货策略 / 主观期货,博孚利擢英2号=期货策略/主观期货/多板块；博孚利擢英B类=期货策略/主观期货；博孚利擢英=期货策略/主观期货/多板块；博孚利擢英A类=期货策略/主观期货,,
STL483,博孚利擢英私募证券投资基金,厦门博孚利资产管理有限公司,期货策略,主观期货,多板块,高,团队数据已有团队策略,期货策略 / 主观期货 / 多板块,期货策略 / 主观期货,博孚利擢英=期货策略/主观期货/多板块；博孚利擢英2号=期货策略/主观期货/多板块；博孚利擢英B类=期货策略/主观期货；博孚利擢英A类=期货策略/主观期货,,
SNH977,博孚利尊享16号FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利尊享16号FOF=多资产策略/FOF,,
SS6545,博孚利尊享1号FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利尊享1号FOF=多资产策略/FOF；博孚利尊享1号FOFB类=多资产策略/FOF；博孚利尊享1号FOFA类=多资产策略/FOF,,
SQL931,博孚利尊享21号FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利尊享21号FOF=多资产策略/FOF；博孚利尊享21号FOFB类=多资产策略/FOF；博孚利尊享21号FOFA类=多资产策略/FOF,,
SQE798,博孚利尊享22号FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利尊享22号FOF=多资产策略/FOF；博孚利尊享22号FOFA类=多资产策略/FOF；博孚利尊享22号FOFB类=多资产策略/FOF,,
SSD437,博孚利尊享33号FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利尊享33号FOF=多资产策略/FOF,,
SSD440,博孚利尊享36号FOF私募证券投资基金,厦门博孚利资产管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略；产品名含FOF,多资产策略 / FOF,组合策略 / FOF,博孚利尊享36号FOF=多资产策略/FOF,,
